,placefp,geoname,p_parkacc,pop2010,gini_index,median_hh_income,athome,bicycle,car,carpool,cartotal,publictr,walk,median_income,food_afford,ave_fam_size,hfood_acc,job_house_low,job_house_tot,job_match,ozone,pm25_conc,p_hs_edatt,livewage_s,livewage_m,poverty_child,poverty_conc,poverty_all,unemp_rate,day_care,inf_care,violent_crime,child_abuse,voted,bad_water,p_trans_acc,traf_fatal,traf_sev,alc_off,alc_on,alc_tot,hh_f,hh_f_child,hh_m,hh_m_child,hh_married,hh_married_child,hh_nonfam,hh_nonfam_solo,placename,county,regionid,zri_sqft,hval_sqft
342,39710,Lakeport city,0.4378287,4753.0,0.493,34340.0,9.5,0.737379466818,81.1,6.0,87.1242200794,1.0,1.7,11071.0,0.5990959,2.84,15.7894737,2.502551,1.3267405,1.7606299,0.0,5.123822,91.1,36.3414634146,96.49975,11.8,0.0,12.6,10.4,430.555555556,180.790960452,4.2078687145,5.48405148293,68.9668616,0.0,,,16.7785234899,51.230801599,65.453397854,75.0683778666,13.5,6.6,4.2,3.0,47.0,21.3,35.3,32.5,Lakeport,Lake,52871.0,0.992,119.0
343,39766,Lakeside CDP,0.6832623,20648.0,0.379,61460.0,2.9,0.226635009713,85.5,7.8,93.2549104252,1.6,1.1,30592.0,0.1747095,2.61,11.2652834,1.585124,0.488001,0.3879249,7.6623401782,11.771952316,87.2,14.7989883662,88.5526407323,14.7,0.0,7.7,8.9,614.434947768,92.2459893048,,10.2800908403,65.042079,0.0,0.0,5.85223116313,20.482809071,32.3130569547,27.2714064316,40.8950019372,11.6,6.0,6.9,1.9,56.4,27.1,25.2,21.5,Lakeside,San Diego,21991.0,1.216,196.0
344,39892,Lakewood city,0.9009719,80048.0,0.35,77380.0,3.2,0.709421847086,82.8,9.4,92.1549335888,1.7,1.4,46629.0,0.1733993,3.41,9.9234044,8.5064028,0.6736258,0.4603861,0.333333,14.089826194,88.5,10.5875747047,62.7327000651,7.5,0.0,5.2,6.4,253.292806484,15.0771388499,3.6977813312,2.76337693222,55.4209729,0.0,0.161040875475,3.99494639281,17.228206319,59.344393364,45.7125724565,62.3675794523,14.4,6.0,6.4,3.1,56.5,27.9,22.7,18.1,Lakewood,Los Angeles,12292.0,1.566,293.0
345,40004,La Mesa city,0.8357487,57065.0,0.423,52932.0,5.2,0.549996451636,76.9,11.0,87.8858846072,3.7,2.2,31354.0,0.1781332,2.69,14.3975953,4.4472843,0.9954476,1.1727853,1.3337418905,12.231851882,91.0,21.5724775353,80.5244151754,11.7,0.0,11.7,8.7,412.844036697,56.9141840818,3.22439323578,5.75612451649,65.2460529,0.0,0.504740208534,6.41638030599,32.08190153,60.499430474,57.9146587225,70.0867431876,10.6,5.8,4.7,2.0,39.6,16.1,45.1,35.3,La Mesa,San Diego,46089.0,1.296,222.0
346,40032,La Mirada city,0.9499042,48527.0,0.396,79347.0,3.5,0.397144343057,82.0,8.5,90.5110869462,2.1,3.1,47566.0,0.164065,3.24,12.3663963,6.9057301,1.1024966,0.7350308,2.0,14.368383,86.4,13.6722043519,60.4686956522,4.2,0.0,5.2,7.2,308.145240432,19.6850393701,1.52492426896,3.22377307519,55.095044,0.0,0.196653409442,6.59296283629,20.6030088634,36.0500340017,30.7787417314,39.9859871824,10.3,4.4,6.7,2.9,63.8,29.2,19.2,17.2,La Mirada,Los Angeles,5465.0,1.432,261.0
347,40088,Lamont CDP,0.8016534,15120.0,0.403,33799.0,0.3,0.0,57.2,31.1,88.2417987468,0.4,2.7,19103.0,0.5067815,4.33,19.047619,0.6437834,0.5133719,0.4803922,59.626389222,19.203558251,35.1,52.2147088402,89.624916996,36.9,0.0,27.2,12.5,199.850299401,7.54716981132,,4.93996569468,37.8076063,100.0,,11.7149365441,20.8265538562,67.2420634921,40.8664021164,67.2420634921,22.2,14.9,13.8,6.2,51.7,36.3,12.3,8.2,Lamont,Kern,49205.0,0.83,66.0
348,40130,Lancaster city,0.2321733,156633.0,0.445,51192.0,2.8,0.164610575767,78.3,15.3,93.6171786857,1.6,0.9,19550.0,0.4130006,3.47,13.3971648,1.9581692,0.6953765,0.7206688,34.354182693,8.1311838427,80.4,31.7771628945,89.8139910314,28.7,5.0170201,20.2,10.0,230.092916375,16.2006793833,5.74591561165,6.02598306461,46.5523135,0.180038689165,0.0,9.09298166776,24.6432981431,18.1902919564,15.3652167806,23.288195974,17.0,10.8,6.5,3.6,50.2,27.5,26.3,21.2,Lancaster,Los Angeles,5534.0,1.004,95.0
349,40256,La Palma city,1.0,15568.0,0.403,89788.0,1.9,0.17251293847,83.1,10.8,93.8326624497,3.2,0.2,26802.0,0.2743205,3.09,16.460259,7.8888889,1.2462158,0.9776041,0.9943045535,13.915141566,90.5,10.4680440852,82.8051764706,3.5,0.0,6.2,3.8,433.070866142,,0.578108941418,2.09609043806,57.1333407,0.0,0.709018499486,2.57838283828,27.073019802,60.3545734841,40.1528776978,60.3545734841,12.1,4.3,4.8,3.9,70.4,28.8,12.7,11.7,La Palma,Orange,15237.0,1.232,263.0
350,40340,La Puente city,0.3963984,39816.0,0.363,51023.0,3.6,1.4672489083,74.9,15.2,90.0669577875,2.6,1.2,28932.0,0.3246407,4.12,15.7087723,1.9328358,0.4945466,0.3626064,11.745621475,14.740939788,56.0,36.4088287734,80.1571044467,17.0,0.0,12.0,7.8,418.114143921,,4.06871609403,5.33152384645,43.1369835,0.0,0.480384769942,4.48437196371,11.9583252366,49.964838256,45.2029334941,54.1591320072,17.3,10.2,10.3,4.7,59.0,34.3,13.4,10.2,La Puente,Los Angeles,39306.0,1.428,219.0
351,40354,La Quinta city,0.6219073,37467.0,0.501,75358.0,7.6,0.464598874493,77.6,9.6,87.1548226672,1.9,1.2,35711.0,0.2063036,3.14,23.767467,3.96875,0.5751291,1.0640972,27.646631587,8.3215908947,90.7,12.0421853795,71.2674167623,12.9,0.0,9.3,5.8,326.462765957,29.2112950341,3.6565510983,3.66508688784,64.5919122,0.0,0.0,5.4754017576,21.9016070304,7.62003896762,12.8459711213,13.5319080791,10.5,6.4,4.3,2.3,56.9,20.9,28.3,21.1,La Quinta,Riverside,18883.0,1.382,168.0
352,40410,La Riviera CDP,1.0,10802.0,0.395,53971.0,2.6,1.52414885194,75.6,9.3,84.8772763262,6.3,2.0,15957.0,0.4473027,3.27,0.0,2.3819742,1.5402516,1.1184351,12.373140866,11.137169697,94.1,22.20672,88.9045917808,41.3,68.5281802,20.9,13.1,296.296296296,151.898734177,,6.92662904053,62.2278321,0.0,0.538141084984,7.17617509867,12.5583064227,28.0966487687,47.1764488058,48.1577485651,12.3,8.1,6.7,4.5,36.7,12.8,44.2,31.6,La Riviera,Sacramento,116032.0,0.912,127.0
353,40438,Larkspur city,1.0,11926.0,0.492,83240.0,9.4,1.40163524111,71.1,5.9,77.0565659937,8.9,2.1,66000.0,0.0895911,2.53,10.5263158,11.7904762,0.9546706,1.4382927,0.0,8.0505572356,96.3,10.7694658869,48.3868164794,0.7,0.0,5.6,6.1,323.467230444,,,1.83266932271,76.6578914,0.0,0.868941807815,,25.4353687281,27.0920677511,46.3608921684,50.3270166024,5.9,3.0,2.8,2.2,35.8,17.3,55.6,47.0,Larkspur,Marin,25512.0,2.736,523.0
354,40704,Lathrop city,0.8474727,18023.0,0.349,68226.0,1.6,0.0,81.0,14.0,95.0,0.7,1.2,37733.0,0.2518123,4.21,8.2198129,3.8361345,0.9901411,0.7703414,4.9856294735,12.504879117,77.0,16.6337938363,89.1961676647,8.0,0.0,8.3,12.9,65.3153153153,,,3.61194029851,55.1672241,98.421707355,,17.5678999332,46.8477331553,24.8737724019,24.0359540587,36.2647727903,9.9,7.2,9.7,5.7,64.2,40.4,16.2,9.9,Lathrop,San Joaquin,35591.0,0.712,88.0
355,40746,Laton CDP,0.7319079,1824.0,0.356,50515.0,1.4,0.0,77.1,11.5,88.5361552028,0.0,0.0,68350.0,0.1454739,4.13,,1.2884615,0.5676393,0.2632226,25.666667,16.179016,64.8,38.1129411765,12.4586666667,3.6,,7.7,5.5,,,,,48.5265226,100.0,,14.440433213,28.880866426,33.826754386,33.8815789474,33.8815789474,13.1,8.3,8.8,6.8,61.0,34.3,17.1,17.1,Laton,Fresno,39371.0,0.938,107.0
356,40830,La Verne city,0.910762,31063.0,0.404,77227.0,4.9,0.0703828828829,79.5,10.5,90.0056306306,2.5,1.6,48958.0,0.1489906,3.05,8.2002188,6.3095238,0.9142402,0.782813,36.333333,13.96705,91.9,12.741417578,59.2836501901,5.9,0.0,6.8,7.8,282.590412111,113.907284768,1.80278788269,4.66997130185,61.1825062,98.5126999968,0.251102597946,5.12794215681,18.5887903184,32.643337733,35.6372533239,44.1522068055,11.7,4.8,4.9,2.2,57.2,22.5,26.2,21.3,La Verne,Los Angeles,39308.0,1.248,249.0
357,40886,Lawndale city,0.178736,32769.0,0.407,48357.0,2.9,1.07750879966,78.3,11.0,89.2967459234,3.4,2.3,35764.0,0.2088568,3.25,9.9851258,2.1423611,0.5087355,0.463717,0.0,14.149394668,73.9,48.8913681028,69.2957129367,18.8,0.0,15.8,11.3,148.915187377,,6.95779547743,4.16131518109,44.3070754,0.0,1.0,3.67527702401,37.9778625814,91.5041655223,73.7465287314,95.8222710489,18.7,10.8,10.5,4.3,43.3,26.9,27.5,19.9,Lawndale,Los Angeles,46178.0,1.638,258.0
358,41040,Le Grand CDP,0.0,1659.0,0.377,35694.0,3.7,0.0,84.3,7.3,91.5993537964,0.8,3.9,12188.0,0.5931996,3.26,,0.5,0.5082267,0.5235405,17.666667,12.160755,53.5,43.04,90.3846153846,26.7,,22.8,14.6,434.782608696,,,7.50988142292,40.7488987,,,,,35.4430379747,43.7613019892,49.6684749849,17.6,10.4,6.4,3.0,55.0,32.8,21.0,20.0,Le Grand,Merced,18968.0,0.836,
359,41124,Lemon Grove city,0.924763,25320.0,0.405,50839.0,2.6,0.187230855645,77.2,13.1,90.3576109343,4.4,0.9,27743.0,0.2374255,3.17,16.9067926,2.2772898,0.6753496,0.6495662,0.666667,12.24623,85.3,26.6148,77.9041532148,22.0,0.0,16.4,7.0,598.183088749,27.619047619,6.16113744076,9.40661979077,56.3438155,0.0,0.308372827804,7.98110075342,33.5206231643,31.2322274882,23.0450236967,36.8404423381,14.6,8.4,6.7,2.4,46.2,23.1,32.4,26.1,Lemon Grove,San Diego,25547.0,1.32,193.0
360,41152,Lemoore city,0.7826424,24531.0,0.372,59760.0,1.5,0.459145427286,81.5,11.9,93.4595202399,0.9,1.3,20084.0,0.3930545,3.68,8.9673087,0.9026217,0.6011817,0.7245216,20.333333,15.637318,81.4,16.5492517007,81.6430790861,18.7,0.0,13.0,10.8,198.025551684,17.5566934894,4.48412213118,4.68090098545,51.497006,100.0,,7.58079867926,20.2154631447,32.1837674779,28.9388936448,38.954791896,14.1,7.6,4.6,2.9,57.5,31.4,23.8,17.7,Lemoore,Kings,46218.0,0.856,108.0
361,41282,Lexington Hills CDP,0.2577447,2421.0,0.366,125833.0,7.5,0.0,73.9,7.5,81.3935075218,3.6,4.0,250000.0,0.0248367,2.57,,3.2727273,0.1283525,0.1450216,0.0,8.237463,95.8,0.0,22.8571428571,0.0,,2.2,5.4,,,,,75.8221681,0.0,0.0,16.8208578638,126.156433978,,21.2308963238,21.2308963238,5.5,3.8,5.1,0.0,58.6,27.6,30.8,27.0,Lexington Hills,Santa Clara,116192.0,1.822,470.0
362,41474,Lincoln city,0.3944511,42819.0,0.376,73375.0,8.4,0.791482804511,76.3,10.4,86.7128948659,0.6,1.1,30450.0,0.2154142,2.94,8.9243955,2.0882353,0.3018204,0.4228513,10.0,8.477241,92.4,14.3530028233,70.5287945824,9.9,0.0,6.7,6.8,86.7799113737,26.762738034,0.653915317966,,75.7395465,0.0,0.0,2.96797554388,7.91460145035,10.2127560195,13.6317989677,16.3151871833,6.7,3.0,2.7,1.9,66.2,24.2,24.4,18.8,Lincoln,Placer,29143.0,0.932,143.0
363,41558,Lincoln Village CDP,0.7272312,4381.0,0.345,59470.0,4.6,0.713945740124,83.1,9.6,92.7177534507,0.3,1.6,37826.0,0.178291,2.94,9.375,3.2368421,0.7817888,1.0893393,3.666667,12.111375,92.7,15.0049261084,73.4173061224,5.7,,4.5,11.3,,,,,63.7353069,0.0,,,13.4078212291,49.0983793654,19.5617438941,57.2928555124,18.6,11.1,3.8,0.0,45.5,23.0,32.0,21.7,Lincoln Village,San Joaquin,116208.0,0.852,97.0
364,41670,Linden CDP,0.0,1784.0,0.425,79286.0,18.6,0.0,59.2,18.6,77.7085927771,1.5,2.2,23654.0,0.2633614,2.68,,2.8358209,1.2624434,1.7116564,5.333333,11.326025,97.4,6.89147982063,80.8510638298,17.1,,11.3,6.6,,,,,70.9839357,0.0,,,52.6038926881,20.7399103139,21.8609865471,28.2511210762,17.1,14.6,4.4,4.4,60.0,34.7,18.5,15.1,Linden,San Joaquin,32510.0,0.816,138.0
365,41712,Lindsay city,0.9350782,11768.0,0.465,30085.0,3.7,0.0,71.6,19.7,91.3186535054,0.0,3.9,14330.0,0.5854381,3.84,11.1111111,0.9645892,1.0684597,0.6681957,50.333333,14.813167,47.4,52.8089934641,100.0,45.7,0.0,34.7,17.1,221.296296296,,5.86335825969,6.48805681085,45.0384944,100.0,,10.479983232,8.73331936002,61.3018354861,28.8409245411,63.5367097213,23.6,15.4,11.0,8.1,47.0,29.7,18.3,15.5,Lindsay,Tulare,19033.0,0.876,88.0
366,41880,Littlerock CDP,0.1161946,1377.0,0.324,58833.0,3.0,0.0,83.5,10.4,93.8247011952,0.0,0.0,,,2.1,,3.1282051,0.6689189,0.7462312,34.666667,8.415749,85.8,30.701754386,,16.6,,10.9,11.8,,,,,46.8571429,0.0,0.0,18.8146754468,112.888052681,38.779956427,,38.779956427,11.2,0.0,11.2,11.2,46.6,32.0,30.9,24.4,Littlerock,Los Angeles,29189.0,1.136,104.0
367,41936,Live Oak city,0.9205195,8392.0,0.359,42069.0,6.8,0.0,70.4,21.5,91.8201133144,1.0,0.4,25208.0,0.316723,3.53,,0.7013752,0.4153976,0.3395574,3.666667,9.090054,62.0,39.2634442836,94.1859213974,31.9,,22.3,10.8,,,,,57.9435783,100.0,,,14.7286250828,38.1911344137,25.7626310772,43.4461391802,14.8,9.4,10.7,5.2,49.4,28.4,25.1,20.0,Live Oak,Sutter,12410.0,0.888,85.0
368,41992,Livermore city,0.9422364,80968.0,0.388,93988.0,4.1,1.17870722433,79.8,9.2,89.0316856781,3.4,1.3,44054.0,0.1488425,2.9,10.3042675,5.7840376,1.035042,0.6875069,3.7015815458,10.321832447,92.3,10.1612024028,64.6591612903,7.8,0.0,5.6,6.8,385.474860335,59.7878495661,3.98923031321,2.05597194527,64.0277596,0.0,0.341591739947,3.74605727472,16.4826520088,29.8451239996,23.9502025492,34.0307281889,10.5,6.1,3.8,2.0,58.2,28.7,27.5,22.3,Livermore,Alameda,32540.0,1.306,257.0
369,42006,Livingston city,0.873947,13058.0,0.392,46198.0,2.7,1.15197164377,76.5,14.0,90.4297740363,0.2,1.7,20699.0,0.4335366,4.23,15.7894737,1.2389503,1.6674613,1.2301605,13.0,12.744212,51.8,26.2910967742,84.5651736527,21.4,0.0,17.2,17.5,149.253731343,30.03003003,7.88788482157,3.19435104237,43.0728667,0.0,,3.13361744798,12.5344697919,24.0465614949,15.0022974422,26.3822943789,16.8,11.0,9.2,7.5,63.7,38.8,10.3,7.3,Livingston,Merced,19059.0,0.772,70.0
370,42104,Lockeford CDP,0.0,3233.0,0.455,46888.0,1.3,0.0,84.8,12.2,97.0055161545,0.0,0.0,15568.0,0.3920696,2.55,50.0,1.64375,0.5314961,0.4966887,4.9515413718,11.075009205,76.6,27.0396313364,72.972972973,20.2,0.0,21.3,14.6,,,,1.98581560284,68.8642298,0.0,,28.6615075953,17.1969045572,28.7349211259,33.1580575317,33.1580575317,9.3,5.7,5.3,4.0,56.3,33.6,29.1,27.0,Lockeford,San Joaquin,12418.0,0.876,123.0
371,42202,Lodi city,0.9755689,62134.0,0.444,48695.0,3.7,0.963445735336,80.2,9.8,89.9728777881,1.0,2.4,23286.0,0.2970575,3.16,9.9223006,1.2064302,0.9055421,0.9019145,4.0999988271,11.336899461,78.1,26.3142326273,84.6875710956,19.9,21.1448042,15.8,9.5,285.605676635,28.4745762712,3.91090224354,3.65493147003,64.9154654,0.0,,5.17650256075,25.2354499837,46.7087263012,50.3814336756,64.2498471046,14.7,8.0,6.3,3.5,49.0,25.0,30.0,24.0,Lodi,San Joaquin,39483.0,0.876,129.0
372,42370,Loma Linda city,0.7700443,23261.0,0.463,56112.0,2.1,1.73529411765,76.7,10.8,87.5098039216,0.7,7.7,35324.0,0.2111099,3.25,6.557377,1.9725331,2.0600283,2.7250324,62.826404953,13.367806648,88.1,22.56724,60.6834319527,14.5,0.0,12.7,6.8,943.005181347,149.522799576,1.20373156786,5.67136725935,52.0661996,99.191780233,0.0,6.12412731186,19.2472572658,17.2477537509,15.4034650273,26.3574222948,13.4,7.8,5.0,2.8,44.8,18.4,36.8,30.0,Loma Linda,San Bernardino,12423.0,0.97,139.0
373,42468,Lomita city,0.3164494,20256.0,0.416,62464.0,4.5,1.35833755702,78.7,11.2,89.8226051698,1.9,1.5,34550.0,0.1924231,2.86,13.4969016,1.2133795,0.3661398,0.2915724,0.0,13.530197776,85.9,18.5762899787,65.8525879917,7.2,0.0,8.6,4.6,842.315369261,188.579017264,4.24565560821,3.99055489965,54.3198091,0.0,0.0,1.97067633612,14.7800725209,74.5556872038,72.9018562401,83.0469984202,11.2,6.2,5.3,1.6,49.0,24.1,34.5,28.9,Lomita,Los Angeles,53027.0,1.514,289.0
374,42524,Lompoc city,0.911816,42434.0,0.412,46932.0,1.9,1.20640229336,64.0,21.7,85.7202580029,5.4,4.8,23350.0,0.3074579,3.2,14.6927538,0.8630774,0.5880139,0.5824073,0.0,6.448627,74.3,35.8834787441,89.3841243523,30.5,0.0,18.9,9.7,235.177865613,3.62694300518,7.32902860913,6.5112355242,61.952032,99.9922787873,,1.42370371776,18.033580425,49.151623698,38.8085026158,51.4728755243,13.9,10.1,5.5,2.6,49.5,26.8,31.1,25.1,Lompoc,Santa Barbara,19078.0,1.052,150.0
375,42580,Lone Pine CDP,1.0,2035.0,0.421,40176.0,6.8,3.54691075515,67.6,12.0,79.6338672769,0.0,10.1,22844.0,0.2746666,2.88,,1.2156863,1.0390625,2.1803279,,6.568935,86.0,29.2207792208,94.3925233645,26.9,,19.9,7.8,,,,,70.950324,5.49828178694,,,25.9852750108,32.628992629,39.2628992629,39.2628992629,14.4,12.3,8.2,5.5,49.1,17.6,28.2,23.4,Lone Pine,Inyo,29218.0,1.04,
376,42622,Long Barn CDP,1.0,155.0,0.506,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,72.8813559,,,,213.903743316,,,,,,,,,,,,Long Barn,Tuolumne,9151.0,1.118,
377,43000,Long Beach city,0.7967949,462257.0,0.47,51173.0,4.0,1.09678965022,72.0,11.8,83.7618591279,7.1,3.0,24600.0,0.3260196,3.46,8.3958365,2.006081,0.8771369,0.8596643,0.1224685476,13.713024634,78.5,34.6079651461,83.1410093458,27.8,12.8115752,19.1,10.1,289.206893863,31.0448368874,5.8841726572,5.9344798839,48.1986319,0.0,0.629050506536,7.11859843857,23.7286614619,75.2189799181,62.0094449624,82.0387792938,16.5,9.9,6.4,3.3,37.7,19.3,39.5,30.3,Long Beach,Los Angeles,46298.0,1.59,289.0
378,43140,Loomis town,0.507776,6430.0,0.423,74722.0,7.6,0.751879699248,86.0,5.1,91.0714285714,0.0,0.0,69079.0,0.0943648,2.8,,6.0325203,1.2240136,0.9425025,21.997822706,8.5755548747,94.2,19.2541208054,30.9447868852,7.9,0.0,5.9,1.7,,,,,71.5928144,0.0,0.0,3.12989045383,37.558685446,26.7185069984,22.8771384137,28.7091757387,13.3,4.9,4.2,2.6,58.9,23.8,23.6,19.6,Loomis,Placer,5693.0,0.998,183.0
379,43224,Los Alamitos city,0.8548345,11449.0,0.404,76528.0,4.0,0.0,83.1,6.1,89.2543449822,2.2,3.1,39456.0,0.1717238,2.86,11.0470351,25.5289256,3.1209659,2.6377551,0.333333,13.421401269,91.6,14.1961260745,57.9255893333,8.2,0.0,5.6,6.2,2104.21286031,270.0,1.22281421958,3.00792507205,57.033174,0.0,0.76059044458,15.7158573,40.1627464334,64.4685125338,59.3414271989,67.7963140886,15.6,9.0,5.0,3.0,49.4,25.2,30.1,23.9,Los Alamitos,Orange,46314.0,1.722,404.0
380,43252,Los Alamos CDP,0.668254,1890.0,0.417,56645.0,7.6,0.0,64.7,18.2,82.9222011385,1.1,7.8,23750.0,0.5068952,5.85,,0.3917526,0.1884328,0.1498516,0.0,6.25224,84.1,38.202247191,76.3157894737,37.2,,20.4,15.4,,,,,72.1518987,0.0,,15.9744408946,111.821086262,48.6772486772,28.6772486772,48.6772486772,10.7,8.5,3.3,2.7,52.3,19.8,33.6,30.7,Los Alamos,Santa Barbara,56922.0,1.202,206.0
381,43280,Los Altos city,0.6359746,28976.0,0.464,149964.0,12.0,1.45526565056,80.1,3.7,83.8198570567,1.1,1.0,80982.0,0.0730448,2.57,16.3704979,12.1104294,0.8284436,0.7443543,0.0,8.8812589995,98.5,2.25669957687,25.1082251082,0.8,0.0,2.2,6.1,858.709677419,186.274509804,0.276090557703,1.1197312645,76.4085054,0.0,0.247273605743,2.82927450329,14.1463725164,24.0612921038,19.2918277195,26.7117614578,4.6,2.2,1.7,1.0,70.8,33.1,22.9,20.5,Los Altos,Santa Clara,39511.0,2.15,656.0
382,43294,Los Altos Hills town,0.4293108,7922.0,0.504,219485.0,11.0,0.972762645914,78.5,6.2,84.7276264591,0.5,2.3,2500.0,2.125807,2.29,21.4285714,4.972973,0.8371025,0.9319434,0.0,8.7879240682,98.6,2.17880701754,60.8695652174,0.7,0.0,2.6,3.4,767.272727273,,0.126230749811,0.523731587561,75.4061912,0.0,0.049987376925,12.7029292955,83.8393333503,2.17116889674,0.896238323656,2.17116889674,2.8,0.8,2.3,0.0,83.3,33.3,11.6,8.7,Los Altos Hills,Santa Clara,32578.0,,715.0
383,44000,Los Angeles city,0.6577156,3792621.0,0.522,49138.0,5.2,0.841553882618,67.3,10.8,78.0616456812,11.0,3.5,22745.0,0.3514673,3.44,10.6517533,1.9193718,1.189162,1.1388126,8.9614875954,13.759070682,73.7,38.7028507932,84.3505032734,28.2,16.5297228,19.5,9.1,301.995675698,22.5776413808,5.66468413269,6.0788844872,48.7104071,0.00384958054074,0.748047590308,7.12367229647,34.2052704696,70.1362461475,49.5566258796,74.295058747,15.2,8.3,6.8,2.9,39.2,19.3,38.8,29.8,Los Angeles,Los Angeles,12447.0,1.578,270.0
384,44028,Los Banos city,0.9157122,35972.0,0.42,54375.0,2.5,0.737717783707,75.8,19.1,94.835975514,0.2,1.0,17963.0,0.482484,3.91,14.1969924,1.2655473,0.5026105,0.63043,7.333333,11.037187,65.1,22.9882233736,73.5855900621,26.0,0.0,18.7,14.7,57.2897539479,,3.86411653508,6.02568945977,50.9616158,0.0,,5.10646989736,14.1846386038,25.9423996442,17.8527743801,28.6278216391,13.9,10.0,8.0,4.3,60.7,35.9,17.3,15.4,Los Banos,Merced,46316.0,0.71,
385,44112,Los Gatos town,0.9080339,29413.0,0.469,120971.0,5.9,0.665290204175,83.2,5.2,88.4147740307,1.0,2.5,70000.0,0.0824317,2.45,28.6035645,10.6082192,1.2285465,1.0163065,0.3332990015,8.899439085,97.6,2.52818585583,32.7586206897,2.4,0.0,3.5,6.3,1234.7266881,138.705416116,1.15595145004,1.79618427175,73.8695937,0.0,0.0729609356407,9.69253882208,36.6931826836,36.4362696767,36.0826845272,45.7450787067,6.6,4.8,3.1,1.3,55.7,24.3,34.6,30.1,Los Gatos,Santa Clara,19100.0,1.814,527.0
386,44140,Los Molinos CDP,0.0427099,2037.0,0.41,32024.0,3.7,0.0,66.4,24.3,90.6600249066,3.6,0.0,,,2.38,,0.3567568,0.3534567,0.6379613,5.0,9.414422,73.1,41.6544615385,100.0,32.0,,23.2,7.0,,,,,66.5505226,100.0,,8.52878464819,25.5863539446,32.5478645066,27.2459499264,35.9842906235,11.0,1.5,2.2,1.2,46.0,35.1,40.8,37.2,Los Molinos,Tehama,9735.0,0.958,99.0
387,44182,Los Osos CDP,0.9609134,14276.0,0.389,56918.0,7.0,1.75274284185,72.7,14.0,86.7407010971,1.3,2.2,30469.0,0.2111155,2.71,,1.4825986,0.2480349,0.3079704,0.333333,7.07918,92.7,,,8.9,0.0,8.7,5.2,329.044117647,67.9611650485,,1.37157107232,73.8398776,0.0,,,12.0611096221,24.7338189969,25.6024096386,29.7142056598,8.8,3.6,4.7,1.5,51.1,20.0,35.4,27.2,Los Osos,San Luis Obispo,25652.0,1.352,245.0
388,44350,Lower Lake CDP,0.1653787,1294.0,0.386,36121.0,0.0,0.0,90.0,10.0,100.0,0.0,0.0,17243.0,0.4512231,3.24,,0.5791667,0.6796407,1.3313783,0.0,6.830848,78.6,15.3846153846,93.2201967213,41.7,,25.4,2.8,,,,,64.6774194,,,,64.1539695269,12.0556414219,10.5873261206,16.9242658423,24.5,11.5,2.1,2.1,32.1,14.7,41.3,41.3,Lower Lake,Lake,19115.0,1.052,
389,44406,Lucerne CDP,0.7107923,3067.0,0.405,31120.0,8.6,7.63688760807,72.2,9.8,81.9884726225,0.0,0.0,6944.0,1.0177991,3.34,,0.6049383,0.1354803,0.2533749,0.0,6.152313,85.3,36.1111111111,100.0,57.8,,24.9,19.8,,,,,65.6855707,0.0,,14.9253731343,82.0895522388,15.2918161069,,15.2918161069,10.3,3.5,4.1,3.0,41.2,5.9,44.4,36.7,Lucerne,Lake,32596.0,1.102,
390,44420,Lucerne Valley CDP,0.2157976,5811.0,0.439,32577.0,15.6,0.0,60.4,24.0,84.3986254296,0.0,0.0,17656.0,0.4464315,3.25,,0.9688889,0.2760318,0.3324213,40.836459917,8.1825100043,76.2,,,30.3,0.0,23.8,16.1,,,,,60.1487314,0.0,0.0,28.5052556565,57.010511313,2.1855102392,1.60041300981,2.51247633798,14.5,7.7,8.0,2.2,40.6,19.9,37.0,30.9,Lucerne Valley,San Bernardino,5721.0,0.722,62.0
391,44574,Lynwood city,0.7978845,69772.0,0.387,43654.0,1.8,0.590276392933,71.3,15.7,87.0298727715,6.0,3.2,19886.0,0.473573,4.06,12.7818288,1.6306358,0.7168955,0.5078166,0.9996942425,15.057237392,49.7,49.6685423482,84.8644731183,28.6,0.0,20.1,10.5,177.959501558,2.61917234154,8.81442412429,5.27789934354,41.6693478,0.0,0.451656825087,7.72941328028,32.0627513849,69.8647021728,39.2392363699,71.4785300694,21.6,12.3,9.7,5.2,54.4,36.5,14.3,12.1,Lynwood,Los Angeles,32616.0,1.46,199.0
392,44644,Lytle Creek CDP,1.0,701.0,0.387,,,,,,,,,,,3.88,,,0.2752044,0.5233161,56.666667,13.24179,,,,,,,,,,,,68.9059501,,0.0,,108.108108108,,21.6833095578,21.6833095578,,,,,,,,,Lytle Creek,San Bernardino,5743.0,1.208,
393,44784,McCloud CDP,0.7311535,1101.0,0.439,28750.0,7.9,2.33644859813,57.5,15.9,73.3644859813,1.6,13.8,2500.0,1.6949865,2.04,,0.3214286,0.1814461,0.3900293,,,85.7,22.7895384615,100.0,23.9,,21.8,15.6,923.076923077,,,8.82352941176,71.6954023,100.0,,,33.0578512397,35.6948228883,45.5040871935,51.9527702089,13.0,3.7,3.7,2.5,41.7,18.3,41.5,37.9,McCloud,Siskiyou,9014.0,,104.0
